datetime,Energy(Kwh),Speed(m/s),Direction
2019-05-20T06:30:00,"0,00","3,27",102
2019-05-20T06:40:00,"0,00","3,37",104
2019-05-20T06:50:00,"0,00","3,49",104
2019-05-20T07:00:00,"0,02","3,71",110
2019-05-20T07:10:00,"0,01","3,97",116
2019-05-20T07:20:00,"0,04","4,26",119
2019-05-20T07:30:00,"0,06","4,44",122
2019-05-20T07:40:00,"0,24","4,63",120
2019-05-20T07:50:00,"0,41","4,64",118
2019-05-20T08:00:00,"0,60","4,62",118
2019-05-20T08:10:00,"31,71","4,65",112
2019-05-20T08:20:00,"63,05","5,00",109
2019-05-20T08:30:00,"46,41","4,91",104
2019-05-20T08:40:00,"45,93","4,75",105
2019-05-20T08:50:00,"1,11","4,13",91
2019-05-20T09:00:00,"0,62","4,26",93
2019-05-20T09:10:00,"0,02","4,14",90
2019-05-20T09:20:00,"0,05","4,09",94
2019-05-20T09:30:00,"0,05","4,34",102
2019-05-20T09:40:00,"2,15","4,65",96
2019-05-20T09:50:00,"0,00","4,29",99
2019-05-20T10:00:00,"0,00","3,45",90
2019-05-20T10:10:00,"0,00","3,24",110
2019-05-20T10:20:00,"0,00","2,67",104
2019-05-20T10:30:00,"0,00","2,28",114
2019-05-20T10:40:00,"0,00","2,18",150
2019-05-20T10:50:00,"0,00","2,85",137
2019-05-20T11:00:00,"0,00","2,97",155
2019-05-20T11:10:00,"0,00","2,10",180
2019-05-20T11:20:00,"0,00","0,59",216
2019-05-20T11:30:00,"0,00","2,46",171
2019-05-20T11:40:00,"0,00","3,12",180
2019-05-20T11:50:00,"0,00","1,16",205
2019-05-20T12:00:00,"0,00","1,41",232
2019-05-20T12:10:00,"0,00","1,62",307
2019-05-20T12:20:00,"0,00","1,02",293
2019-05-20T12:30:00,"0,00","1,02",239
2019-05-20T12:40:00,"0,00","0,89",196
2019-05-20T12:50:00,"0,00","1,33",141
2019-05-20T13:00:00,"0,00","1,97",3
2019-05-20T13:10:00,"0,00","1,62",331
2019-05-20T13:20:00,"0,00","2,06",360
2019-05-20T13:30:00,"0,00","2,01",18
2019-05-20T13:40:00,"0,00","1,41",30
2019-05-20T13:50:00,"0,00","2,17",8
2019-05-20T14:00:00,"0,00","1,90",18
2019-05-20T14:10:00,"0,00","3,26",338
2019-05-20T14:20:00,"0,00","2,50",334
2019-05-20T14:30:00,"0,00","3,64",341
2019-05-20T14:40:00,"0,00","3,61",347
2019-05-20T14:50:00,"0,00","3,35",339
2019-05-20T15:00:00,"0,00","1,87",327
2019-05-20T15:10:00,"0,00","2,20",338
2019-05-20T15:20:00,"0,00","2,59",318
2019-05-20T15:30:00,"0,00","2,38",263
2019-05-20T15:40:00,"0,00","2,40",276
2019-05-20T15:50:00,"0,00","2,53",279
2019-05-20T16:00:00,"0,00","2,02",277
2019-05-20T16:10:00,"0,01","3,15",283
2019-05-20T16:20:00,"0,00","2,76",274
2019-05-20T16:30:00,"1,28","3,90",292
2019-05-20T16:40:00,"12,82","5,32",294
2019-05-20T16:50:00,"3,20","4,72",301
2019-05-20T17:00:00,"12,85","4,90",298
2019-05-20T17:10:00,"1,53","4,74",298
2019-05-20T17:20:00,"0,00","3,67",295
2019-05-20T17:30:00,"0,01","3,83",314
2019-05-20T17:40:00,"0,00","3,13",315
2019-05-20T17:50:00,"0,00","2,77",324
2019-05-20T18:00:00,"0,00","2,68",318
2019-05-20T18:10:00,"0,00","2,95",317
2019-05-20T18:20:00,"0,00","2,92",325
2019-05-20T18:30:00,"0,00","2,59",320
2019-05-20T18:40:00,"0,00","2,86",328
2019-05-20T18:50:00,"0,00","2,85",333
2019-05-20T19:00:00,"0,00","2,96",344
2019-05-20T19:10:00,"0,00","3,00",344
2019-05-20T19:20:00,"0,00","2,53",336
2019-05-20T19:30:00,"0,00","2,45",338
2019-05-20T19:40:00,"0,00","2,24",350
2019-05-20T19:50:00,"0,00","1,52",351
2019-05-20T20:00:00,"0,00","0,97",351
2019-05-20T20:10:00,"0,00","1,17",351
2019-05-20T20:20:00,"0,00","1,69",358
2019-05-20T20:30:00,"0,00","1,61",2
2019-05-20T20:40:00,"0,00","2,00",16
2019-05-20T20:50:00,"0,00","2,13",28
2019-05-20T21:00:00,"0,00","1,87",27
2019-05-20T21:10:00,"0,00","2,04",23
2019-05-20T21:20:00,"0,00","1,14",17
2019-05-20T21:30:00,"0,00","1,14",17
2019-05-20T21:40:00,"0,00","0,86",17
2019-05-20T21:50:00,"0,00","0,89",16
2019-05-20T22:00:00,"0,00","0,76",16
2019-05-20T22:10:00,"0,00","0,91",16
2019-05-20T22:20:00,"0,00","1,52",16
2019-05-20T22:30:00,"0,00","1,85",15
2019-05-20T22:40:00,"0,00","1,92",24
2019-05-20T22:50:00,"0,00","1,11",29
2019-05-20T23:00:00,"0,00","1,28",28
2019-05-20T23:10:00,"0,00","1,59",24
2019-05-20T23:20:00,"0,00","1,44",24
2019-05-20T23:30:00,"0,00","0,44",28
2019-05-20T23:40:00,"0,00","1,12",33
2019-05-20T23:50:00,"0,00","2,07",54
2019-05-21T00:00:00,"0,00","2,28",99
2019-05-21T00:10:00,"0,00","2,27",125
2019-05-21T00:20:00,"0,00","2,38",119
2019-05-21T00:30:00,"0,00","2,76",124
2019-05-21T00:40:00,"0,00","2,96",126
2019-05-21T00:50:00,"0,00","3,01",126
2019-05-21T01:00:00,"0,00","3,17",126
2019-05-21T01:10:00,"0,00","3,27",120
2019-05-21T01:20:00,"0,00","3,50",125
2019-05-21T01:30:00,"0,00","3,38",125
2019-05-21T01:40:00,"0,00","3,22",123
2019-05-21T01:50:00,"0,00","3,24",124
2019-05-21T02:00:00,"0,00","3,41",123
2019-05-21T02:10:00,"0,00","3,77",117
2019-05-21T02:20:00,"0,00","3,94",116
2019-05-21T02:30:00,"0,03","3,98",114
2019-05-21T02:40:00,"0,02","3,77",107
2019-05-21T02:50:00,"0,03","3,79",105
2019-05-21T03:00:00,"0,00","3,87",102
2019-05-21T03:10:00,"0,00","4,02",103
2019-05-21T03:20:00,"0,00","3,28",111
2019-05-21T03:30:00,"0,00","2,95",116
2019-05-21T03:40:00,"0,00","2,52",116
2019-05-21T03:50:00,"0,00","2,55",116
2019-05-21T04:00:00,"0,00","2,55",117
2019-05-21T04:10:00,"0,00","2,53",117
2019-05-21T04:20:00,"0,00","2,58",113
2019-05-21T04:30:00,"0,00","2,65",105
2019-05-21T04:40:00,"0,00","3,07",105
2019-05-21T04:50:00,"0,00","3,02",105
2019-05-21T05:00:00,"0,00","2,98",105
2019-05-21T05:10:00,"0,00","2,81",105
2019-05-21T05:20:00,"0,00","3,10",105
2019-05-21T05:30:00,"0,00","3,09",98
2019-05-21T05:40:00,"0,00","3,32",96
2019-05-21T05:50:00,"0,00","3,34",97
2019-05-21T06:00:00,"0,00","3,28",96
2019-05-21T06:10:00,"0,00","3,08",92
2019-05-21T06:20:00,"0,00","3,18",94
2019-05-21T06:30:00,"0,00","3,06",94
2019-05-21T06:40:00,"0,00","2,65",91
2019-05-21T06:50:00,"0,00","2,29",84
2019-05-21T07:00:00,"0,00","2,25",89
2019-05-21T07:10:00,"0,00","2,55",92
2019-05-21T07:20:00,"0,00","2,33",91
2019-05-21T07:30:00,"0,00","2,29",85
2019-05-21T07:40:00,"0,00","2,01",90
2019-05-21T07:50:00,"0,00","2,57",99
2019-05-21T08:00:00,"0,00","2,52",87
2019-05-21T08:10:00,"0,00","2,61",87
2019-05-21T08:20:00,"0,00","2,34",76
2019-05-21T08:30:00,"0,00","1,85",95
2019-05-21T08:40:00,"0,00","1,65",60
2019-05-21T08:50:00,"0,00","1,38",121
2019-05-21T09:00:00,"0,00","1,54",54
2019-05-21T09:10:00,"0,00","2,53",333
2019-05-21T09:20:00,"0,00","2,57",313
2019-05-21T09:30:00,"0,00","1,81",313
2019-05-21T09:40:00,"0,00","1,25",308
2019-05-21T09:50:00,"0,00","1,09",320
2019-05-21T10:00:00,"0,00","2,19",333
2019-05-21T10:10:00,"0,00","2,50",28
2019-05-21T10:20:00,"0,00","1,94",34
2019-05-21T10:30:00,"0,00","2,00",16
2019-05-21T10:40:00,"0,00","1,83",51
2019-05-21T10:50:00,"0,00","2,61",31
2019-05-21T11:00:00,"0,00","3,34",18
2019-05-21T11:10:00,"0,00","2,63",19
2019-05-21T11:20:00,"0,00","3,20",25
2019-05-21T11:30:00,"0,00","1,41",45
2019-05-21T11:40:00,"0,00","2,93",22
2019-05-21T11:50:00,"0,00","3,03",23
2019-05-21T12:00:00,"0,00","3,27",12
2019-05-21T12:10:00,"0,00","2,26",43
2019-05-21T12:20:00,"0,00","3,25",31
2019-05-21T12:30:00,"0,00","1,94",16
2019-05-21T12:40:00,"0,00","2,68",341
2019-05-21T12:50:00,"0,00","1,94",356
2019-05-21T13:00:00,"0,00","2,83",358
2019-05-21T13:10:00,"0,03","2,50",3
2019-05-21T13:20:00,"0,00","2,72",60
2019-05-21T13:30:00,"0,00","3,22",12
2019-05-21T13:40:00,"0,00","3,27",349
2019-05-21T13:50:00,"0,00","3,15",25
2019-05-21T14:00:00,"0,05","3,13",5
2019-05-21T14:10:00,"0,01","2,26",3
2019-05-21T14:20:00,"0,05","3,34",39
2019-05-21T14:30:00,"0,00","3,24",22
2019-05-21T14:40:00,"0,00","3,84",3
2019-05-21T14:50:00,"0,67","3,27",32
2019-05-21T15:00:00,"2,63","3,64",39
2019-05-21T15:10:00,"1,23","3,25",38
2019-05-21T15:20:00,"0,00","3,45",14
2019-05-21T15:30:00,"0,00","3,53",1
2019-05-21T15:40:00,"0,02","3,31",8
2019-05-21T15:50:00,"0,26","3,59",11
2019-05-21T16:00:00,"7,93","4,35",9
2019-05-21T16:10:00,"20,41","5,19",5
2019-05-21T16:20:00,"12,34","5,65",2
2019-05-21T16:30:00,"44,16","4,61",16
2019-05-21T16:40:00,"26,52","4,40",22
2019-05-21T16:50:00,"4,80","4,54",16
2019-05-21T17:00:00,"8,65","4,24",15
2019-05-21T17:10:00,"0,10","4,05",16
2019-05-21T17:20:00,"0,18","4,40",10
2019-05-21T17:30:00,"8,12","4,50",14
2019-05-21T17:40:00,"0,11","4,27",17
2019-05-21T17:50:00,"0,00","3,69",18
2019-05-21T18:00:00,"0,02","3,54",19
2019-05-21T18:10:00,"0,00","3,72",13
2019-05-21T18:20:00,"0,00","3,35",12
2019-05-21T18:30:00,"0,00","3,01",26
2019-05-21T18:40:00,"0,00","2,66",30
2019-05-21T18:50:00,"0,00","3,32",26
2019-05-21T19:00:00,"0,00","2,43",54
2019-05-21T19:10:00,"0,00","2,32",62
2019-05-21T19:20:00,"0,01","2,75",48
2019-05-21T19:30:00,"0,24","2,70",57
2019-05-21T19:40:00,"0,00","2,57",63
2019-05-21T19:50:00,"0,00","3,59",82
2019-05-21T20:00:00,"0,05","3,89",94
2019-05-21T20:10:00,"0,24","4,37",97
2019-05-21T20:20:00,"2,68","4,07",98
2019-05-21T20:30:00,"4,47","3,92",108
2019-05-21T20:40:00,"0,00","3,83",113
2019-05-21T20:50:00,"0,00","4,25",116
2019-05-21T21:00:00,"0,00","3,88",121
2019-05-21T21:10:00,"0,01","3,74",124
2019-05-21T21:20:00,"0,00","3,65",125
2019-05-21T21:30:00,"0,00","3,74",116
2019-05-21T21:40:00,"0,00","3,39",109
2019-05-21T21:50:00,"0,00","3,24",102
2019-05-21T22:00:00,"0,00","3,25",107
2019-05-21T22:10:00,"0,00","3,80",117
2019-05-21T22:20:00,"0,00","3,70",125
2019-05-21T22:30:00,"0,00","3,77",127
2019-05-21T22:40:00,"0,00","3,60",114
2019-05-21T22:50:00,"0,04","3,97",114
2019-05-21T23:00:00,"0,00","3,75",115
2019-05-21T23:10:00,"0,07","3,62",107
2019-05-21T23:20:00,"8,50","3,59",104
2019-05-21T23:30:00,"8,75","3,64",110
2019-05-21T23:40:00,"55,79","4,34",117
2019-05-21T23:50:00,"103,52","4,92",122
2019-05-22T00:00:00,"144,04","4,82",120
2019-05-22T00:10:00,"171,03","4,72",122
2019-05-22T00:20:00,"187,39","5,28",123
2019-05-22T00:30:00,"201,27","5,39",119
2019-05-22T00:40:00,"189,92","5,28",115
2019-05-22T00:50:00,"147,69","5,26",124
2019-05-22T01:00:00,"137,62","5,15",123
2019-05-22T01:10:00,"125,51","4,92",119
2019-05-22T01:20:00,"166,54","5,13",120
2019-05-22T01:30:00,"196,77","5,38",120
2019-05-22T01:40:00,"245,01","5,50",118
2019-05-22T01:50:00,"274,65","5,56",121
2019-05-22T02:00:00,"291,13","5,76",123
2019-05-22T02:10:00,"252,62","5,27",125
2019-05-22T02:20:00,"224,92","4,85",121
2019-05-22T02:30:00,"179,15","4,83",122
2019-05-22T02:40:00,"130,41","4,69",119
2019-05-22T02:50:00,"113,92","4,34",115
2019-05-22T03:00:00,"97,17","4,08",112
2019-05-22T03:10:00,"24,66","4,11",112
2019-05-22T03:20:00,"4,49","4,21",113
2019-05-22T03:30:00,"1,37","4,01",115
2019-05-22T03:40:00,"41,88","4,05",114
2019-05-22T03:50:00,"50,47","4,02",112
2019-05-22T04:00:00,"11,68","3,95",115
2019-05-22T04:10:00,"53,48","4,14",114
2019-05-22T04:20:00,"111,52","4,71",114
2019-05-22T04:30:00,"192,27","5,14",115
2019-05-22T04:40:00,"191,99","5,20",119
2019-05-22T04:50:00,"163,35","5,02",116
2019-05-22T05:00:00,"149,55","5,02",114
2019-05-22T05:10:00,"169,79","5,01",121
2019-05-22T05:20:00,"163,13","4,91",123
2019-05-22T05:30:00,"76,36","4,56",120
2019-05-22T05:40:00,"34,07","4,32",121
2019-05-22T05:50:00,"29,52","3,89",142
2019-05-22T06:00:00,"93,21","3,71",154
2019-05-22T06:10:00,"4,87","2,60",157
2019-05-22T06:20:00,"0,24","2,23",157
2019-05-22T06:30:00,"0,00","3,22",164
2019-05-22T06:40:00,"0,00","4,77",177
2019-05-22T06:50:00,"0,00","4,64",177
2019-05-22T07:00:00,"0,00","4,43",177
2019-05-22T07:10:00,"0,00","4,35",179
2019-05-22T07:20:00,"0,00","4,04",182
2019-05-22T07:30:00,"0,00","3,10",168
2019-05-22T07:40:00,"0,00","2,62",149
2019-05-22T07:50:00,"0,00","3,34",176
2019-05-22T08:00:00,"0,00","3,33",192
2019-05-22T08:10:00,"0,00","3,09",199
2019-05-22T08:20:00,"0,00","2,50",202
2019-05-22T08:30:00,"0,00","1,84",206
2019-05-22T08:40:00,"0,00","1,98",218
2019-05-22T08:50:00,"0,00","2,91",238
2019-05-22T09:00:00,"0,00","1,79",250
2019-05-22T09:10:00,"0,00","1,50",255
2019-05-22T09:20:00,"0,00","0,90",267
2019-05-22T09:30:00,"0,00","0,54",263
2019-05-22T09:40:00,"0,00","1,28",147
2019-05-22T09:50:00,"0,00","1,49",123
2019-05-22T10:00:00,"0,00","1,28",102
2019-05-22T10:10:00,"0,00","0,99",109
2019-05-22T10:20:00,"0,00","0,82",232
2019-05-22T10:30:00,"0,00","1,67",239
2019-05-22T10:40:00,"0,00","1,43",214
2019-05-22T10:50:00,"0,00","0,95",228
2019-05-22T11:00:00,"0,00","1,93",254
2019-05-22T11:10:00,"0,09","3,64",262
2019-05-22T11:20:00,"25,67","3,61",259
2019-05-22T11:30:00,"14,94","3,17",264
2019-05-22T11:40:00,"1,56","3,34",263
2019-05-22T11:50:00,"44,15","4,32",251
2019-05-22T12:00:00,"60,07","2,99",268
2019-05-22T12:10:00,"53,23","4,07",268
2019-05-22T12:20:00,"4,76","3,75",250
2019-05-22T12:30:00,"6,92","3,04",260
2019-05-22T12:40:00,"0,00","2,71",263
2019-05-22T12:50:00,"0,01","2,68",277
2019-05-22T13:00:00,"20,93","3,16",264
2019-05-22T13:10:00,"13,38","3,80",241
2019-05-22T13:20:00,"2,11","3,15",263
2019-05-22T13:30:00,"47,56","3,70",286
2019-05-22T13:40:00,"84,04","5,11",306
2019-05-22T13:50:00,"5,62","5,26",317
2019-05-22T14:00:00,"28,80","4,85",307
2019-05-22T14:10:00,"51,22","4,68",300
2019-05-22T14:20:00,"68,37","5,58",302
2019-05-22T14:30:00,"66,41","4,11",287
2019-05-22T14:40:00,"31,44","3,84",278
2019-05-22T14:50:00,"39,22","2,99",266
2019-05-22T15:00:00,"83,85","3,11",266
2019-05-22T15:10:00,"111,95","4,39",257
2019-05-22T15:20:00,"142,23","4,14",260
2019-05-22T15:30:00,"161,15","4,06",279
2019-05-22T15:40:00,"74,77","3,81",280
2019-05-22T15:50:00,"39,21","4,33",292
2019-05-22T16:00:00,"48,79","4,32",281
2019-05-22T16:10:00,"72,50","4,57",290
2019-05-22T16:20:00,"140,99","5,52",297
2019-05-22T16:30:00,"202,96","6,18",300
2019-05-22T16:40:00,"210,97","5,95",296
2019-05-22T16:50:00,"143,64","5,52",306
2019-05-22T17:00:00,"108,49","5,55",313
2019-05-22T17:10:00,"110,46","5,53",310
2019-05-22T17:20:00,"120,39","5,53",301
2019-05-22T17:30:00,"254,01","6,13",300
2019-05-22T17:40:00,"335,52","6,99",302
2019-05-22T17:50:00,"436,56","7,61",300
2019-05-22T18:00:00,"385,41","6,92",298
2019-05-22T18:10:00,"373,18","6,46",299
2019-05-22T18:20:00,"232,43","6,19",300
2019-05-22T18:30:00,"140,54","5,72",296
2019-05-22T18:40:00,"135,90","5,77",312
2019-05-22T18:50:00,"114,36","6,12",318
2019-05-22T19:00:00,"2,06","5,23",314
2019-05-22T19:10:00,"9,10","5,06",311
2019-05-22T19:20:00,"0,52","4,98",318
2019-05-22T19:30:00,"23,08","5,36",315
2019-05-22T19:40:00,"6,13","5,32",307
2019-05-22T19:50:00,"138,25","5,59",311
2019-05-22T20:00:00,"258,38","5,82",304
2019-05-22T20:10:00,"209,45","5,85",296
2019-05-22T20:20:00,"123,04","5,52",297
2019-05-22T20:30:00,"114,83","5,18",290
2019-05-22T20:40:00,"97,99","3,70",284
2019-05-22T20:50:00,"58,40","4,94",293
2019-05-22T21:00:00,"1,16","4,29",295
2019-05-22T21:10:00,"0,00","2,74",293
2019-05-22T21:20:00,"0,00","0,54",290
2019-05-22T21:30:00,"0,00","0,87",290
2019-05-22T21:40:00,"0,00","0,79",289
2019-05-22T21:50:00,"0,00","0,70",287
2019-05-22T22:00:00,"0,00","1,34",287
2019-05-22T22:10:00,"0,00","0,74",286
2019-05-22T22:20:00,"0,00","1,44",284
2019-05-22T22:30:00,"0,00","1,93",277
2019-05-22T22:40:00,"0,00","2,94",268
2019-05-22T22:50:00,"0,01","3,81",258
2019-05-22T23:00:00,"0,00","3,87",255
2019-05-22T23:10:00,"0,00","3,11",255
2019-05-22T23:20:00,"0,00","2,05",255
2019-05-22T23:30:00,"0,00","2,66",254
2019-05-22T23:40:00,"0,02","2,42",248
2019-05-22T23:50:00,"14,27","3,04",245
2019-05-23T00:00:00,"89,55","3,90",249
2019-05-23T00:10:00,"149,09","3,55",257
2019-05-23T00:20:00,"179,03","3,86",258
2019-05-23T00:30:00,"137,43","3,41",259
2019-05-23T00:40:00,"155,43","3,44",260
2019-05-23T00:50:00,"156,71","4,78",256
2019-05-23T01:00:00,"187,62","5,11",255
2019-05-23T01:10:00,"183,09","5,45",251
2019-05-23T01:20:00,"177,68","5,49",241
2019-05-23T01:30:00,"176,85","5,64",236
2019-05-23T01:40:00,"186,47","5,22",242
2019-05-23T01:50:00,"210,80","5,28",241
2019-05-23T02:00:00,"184,78","4,69",246
2019-05-23T02:10:00,"177,42","4,33",239
2019-05-23T02:20:00,"166,89","4,81",244
2019-05-23T02:30:00,"260,63","4,69",252
2019-05-23T02:40:00,"342,54","3,48",261
2019-05-23T02:50:00,"415,23","3,28",262
2019-05-23T03:00:00,"396,83","3,75",261
2019-05-23T03:10:00,"474,17","4,19",260
2019-05-23T03:20:00,"314,95","3,08",263
2019-05-23T03:30:00,"225,88","3,68",259
2019-05-23T03:40:00,"212,79","3,06",261
2019-05-23T03:50:00,"229,96","3,78",259
2019-05-23T04:00:00,"259,74","2,93",263
2019-05-23T04:10:00,"275,29","2,77",263
2019-05-23T04:20:00,"213,91","3,61",257
2019-05-23T04:30:00,"219,65","3,89",256
2019-05-23T04:40:00,"203,13","4,56",255
2019-05-23T04:50:00,"187,90","5,03",254
2019-05-23T05:00:00,"124,06","4,98",250
2019-05-23T05:10:00,"79,95","3,72",253
2019-05-23T05:20:00,"4,96","3,67",243
2019-05-23T05:30:00,"74,03","3,79",240
2019-05-23T05:40:00,"63,09","3,95",235
2019-05-23T05:50:00,"78,22","4,35",243
2019-05-23T06:00:00,"16,94","4,34",244
2019-05-23T06:10:00,"3,56","4,19",238
2019-05-23T06:20:00,"0,00","3,68",225
2019-05-23T06:30:00,"0,00","4,07",230
2019-05-23T06:40:00,"1,35","4,18",237
2019-05-23T06:50:00,"11,20","3,98",239
2019-05-23T07:00:00,"5,61","4,29",241
2019-05-23T07:10:00,"15,47","4,06",232
2019-05-23T07:20:00,"31,06","4,37",239
2019-05-23T07:30:00,"120,27","5,43",244
2019-05-23T07:40:00,"208,58","5,45",250
2019-05-23T07:50:00,"165,20","5,06",255
2019-05-23T08:00:00,"233,45","4,21",261
2019-05-23T08:10:00,"293,65","5,16",258
2019-05-23T08:20:00,"336,90","5,42",259
2019-05-23T08:30:00,"434,90","4,60",264
2019-05-23T08:40:00,"419,60","4,27",267
2019-05-23T08:50:00,"426,97","4,21",269
2019-05-23T09:00:00,"495,58","4,60",269
2019-05-23T09:10:00,"397,79","4,49",266
2019-05-23T09:20:00,"395,98","3,96",270
2019-05-23T09:30:00,"349,36","5,04",273
2019-05-23T09:40:00,"367,69","4,51",267
2019-05-23T09:50:00,"301,68","4,71",264
2019-05-23T10:00:00,"294,27","4,44",277
2019-05-23T10:10:00,"322,01","4,18",274
2019-05-23T10:20:00,"197,90","5,50",259
2019-05-23T10:30:00,"253,89","5,60",261
2019-05-23T10:40:00,"259,78","3,79",273
2019-05-23T10:50:00,"234,40","5,28",280
2019-05-23T11:00:00,"348,38","4,97",268
2019-05-23T11:10:00,"378,84","5,25",270
2019-05-23T11:20:00,"418,35","5,78",279
2019-05-23T11:30:00,"381,53","4,78",269
2019-05-23T11:40:00,"279,63","3,71",270
2019-05-23T11:50:00,"408,55","5,40",275
2019-05-23T12:00:00,"372,92","4,29",266
2019-05-23T12:10:00,"180,97","5,02",280
2019-05-23T12:20:00,"288,72","5,23",283
2019-05-23T12:30:00,"231,43","4,28",266
2019-05-23T12:40:00,"168,95","5,49",260
2019-05-23T12:50:00,"221,92","5,07",263
2019-05-23T13:00:00,"190,52","4,76",259
2019-05-23T13:10:00,"117,48","5,44",280
2019-05-23T13:20:00,"193,23","4,79",286
2019-05-23T13:30:00,"257,47","4,59",278
2019-05-23T13:40:00,"208,65","4,92",289
2019-05-23T13:50:00,"158,39","5,13",272
2019-05-23T14:00:00,"171,78","6,04",252
2019-05-23T14:10:00,"217,57","4,19",273
2019-05-23T14:20:00,"297,24","5,60",288
2019-05-23T14:30:00,"466,07","5,88",258
2019-05-23T14:40:00,"583,12","5,13",269
2019-05-23T14:50:00,"524,75","5,06",271
2019-05-23T15:00:00,"436,02","7,82",299
2019-05-23T15:10:00,"468,78","6,70",290
2019-05-23T15:20:00,"512,65","8,00",302
2019-05-23T15:30:00,"584,23","7,85",299
2019-05-23T15:40:00,"554,30","7,72",298
2019-05-23T15:50:00,"445,25","7,85",294
2019-05-23T16:00:00,"444,27","7,58",305
2019-05-23T16:10:00,"431,25","7,52",303
2019-05-23T16:20:00,"510,40","8,39",300
2019-05-23T16:30:00,"515,46","8,08",299
2019-05-23T16:40:00,"427,52","7,15",301
2019-05-23T16:50:00,"339,02","6,34",315
2019-05-23T17:00:00,"299,09","7,17",314
2019-05-23T17:10:00,"154,14","6,18",320
2019-05-23T17:20:00,"91,32","5,96",318
2019-05-23T17:30:00,"71,81","5,22",317
2019-05-23T17:40:00,"152,76","5,82",320
2019-05-23T17:50:00,"240,61","5,86",302
2019-05-23T18:00:00,"338,42","6,65",313
2019-05-23T18:10:00,"199,03","5,82",317
2019-05-23T18:20:00,"119,33","5,38",318
2019-05-23T18:30:00,"69,15","5,06",318
2019-05-23T18:40:00,"13,44","4,91",317
2019-05-23T18:50:00,"33,51","4,63",321
2019-05-23T19:00:00,"14,41","3,94",323
2019-05-23T19:10:00,"0,00","3,65",329
2019-05-23T19:20:00,"0,00","4,22",320
2019-05-23T19:30:00,"0,00","3,98",314
2019-05-23T19:40:00,"0,00","3,75",312
2019-05-23T19:50:00,"0,00","3,46",326
2019-05-23T20:00:00,"0,00","3,55",324
2019-05-23T20:10:00,"0,00","3,34",326
2019-05-23T20:20:00,"0,00","3,59",308
2019-05-23T20:30:00,"0,00","3,36",308
2019-05-23T20:40:00,"0,00","3,55",318
2019-05-23T20:50:00,"0,00","4,22",317
2019-05-23T21:00:00,"51,76","4,98",316
2019-05-23T21:10:00,"81,90","5,16",312
2019-05-23T21:20:00,"74,47","5,06",319
2019-05-23T21:30:00,"51,56","4,80",319
2019-05-23T21:40:00,"10,54","4,51",322
2019-05-23T21:50:00,"0,19","4,37",327
2019-05-23T22:00:00,"1,54","4,08",328
2019-05-23T22:10:00,"0,00","3,39",333
2019-05-23T22:20:00,"0,05","3,68",335
2019-05-23T22:30:00,"10,22","3,63",332
2019-05-23T22:40:00,"34,15","4,29",330
2019-05-23T22:50:00,"22,18","3,85",335
2019-05-23T23:00:00,"0,47","3,75",327
2019-05-23T23:10:00,"1,78","3,53",324
2019-05-23T23:20:00,"12,76","4,18",322
2019-05-23T23:30:00,"11,47","4,52",333
2019-05-23T23:40:00,"8,36","4,46",338
2019-05-23T23:50:00,"1,08","4,27",341
2019-05-24T00:00:00,"0,38","3,63",336
2019-05-24T00:10:00,"1,28","3,70",340
2019-05-24T00:20:00,"0,09","3,87",334
2019-05-24T00:30:00,"0,00","3,78",317
2019-05-24T00:40:00,"0,00","4,05",321
2019-05-24T00:50:00,"0,24","3,82",330
2019-05-24T01:00:00,"0,00","3,36",352
2019-05-24T01:10:00,"0,00","2,83",350
2019-05-24T01:20:00,"0,00","3,33",0
2019-05-24T01:30:00,"0,00","3,43",7
