datetime,Energy(Kwh),Speed(m/s),Direction
2019-05-08T16:10:00,"2.594,24","18,40",235
2019-05-08T16:20:00,"2.445,06","17,10",239
2019-05-08T16:30:00,"2.542,83","15,94",241
2019-05-08T16:40:00,"2.557,07","16,84",242
2019-05-08T16:50:00,"2.568,48","18,51",243
2019-05-08T17:00:00,"2.620,63","17,09",243
2019-05-08T17:10:00,"2.604,23","14,51",244
2019-05-08T17:20:00,"2.507,37","14,34",250
2019-05-08T17:30:00,"2.383,17","15,76",245
2019-05-08T17:40:00,"2.403,24","15,76",249
2019-05-08T17:50:00,"2.333,75","15,77",247
2019-05-08T18:00:00,"2.332,99","14,77",248
2019-05-08T18:10:00,"2.444,32","14,79",249
2019-05-08T18:20:00,"2.441,05","15,84",244
2019-05-08T18:30:00,"2.539,93","16,42",242
2019-05-08T18:40:00,"2.483,51","16,25",243
2019-05-08T18:50:00,"2.458,43","16,50",244
2019-05-08T19:00:00,"2.378,79","15,98",244
2019-05-08T19:10:00,"2.108,44","13,92",241
2019-05-08T19:20:00,"1.901,38","13,97",239
2019-05-08T19:30:00,"1.948,21","14,21",241
2019-05-08T19:40:00,"1.791,13","12,78",237
2019-05-08T19:50:00,"1.748,01","13,62",240
2019-05-08T20:00:00,"1.663,59","11,89",240
2019-05-08T20:10:00,"1.715,69","12,89",240
2019-05-08T20:20:00,"1.670,10","12,81",234
2019-05-08T20:30:00,"1.886,56","12,77",233
2019-05-08T20:40:00,"2.054,40","12,89",239
2019-05-08T20:50:00,"1.953,86","12,81",236
2019-05-08T21:00:00,"1.996,04","12,21",240
2019-05-08T21:10:00,"1.884,78","11,78",238
2019-05-08T21:20:00,"1.889,03","12,97",231
2019-05-08T21:30:00,"1.834,89","11,63",236
2019-05-08T21:40:00,"1.905,71","12,39",238
2019-05-08T21:50:00,"1.700,18","11,35",236
2019-05-08T22:00:00,"1.443,48","10,74",233
2019-05-08T22:10:00,"1.429,85","10,77",235
2019-05-08T22:20:00,"1.545,98","11,06",237
2019-05-08T22:30:00,"1.581,32","10,96",239
2019-05-08T22:40:00,"1.310,55","10,19",234
2019-05-08T22:50:00,"1.277,24","9,73",234
2019-05-08T23:00:00,"1.198,16","9,56",230
2019-05-08T23:10:00,"1.085,79","9,79",225
2019-05-08T23:20:00,"1.295,46","10,39",227
2019-05-08T23:30:00,"1.430,32","11,24",227
2019-05-08T23:40:00,"1.380,20","9,95",224
2019-05-08T23:50:00,"1.538,69","11,16",224
2019-05-09T00:00:00,"1.603,38","11,27",225
2019-05-09T00:10:00,"1.427,44","11,45",226
2019-05-09T00:20:00,"1.443,94","10,55",228
2019-05-09T00:30:00,"1.328,99","10,07",222
2019-05-09T00:40:00,"1.267,37","10,06",222
2019-05-09T00:50:00,"1.419,47","10,25",225
2019-05-09T01:00:00,"1.461,49","10,33",223
2019-05-09T01:10:00,"1.413,00","10,89",224
2019-05-09T01:20:00,"1.495,63","10,97",227
2019-05-09T01:30:00,"1.382,25","10,72",222
2019-05-09T01:40:00,"1.370,81","10,45",225
2019-05-09T01:50:00,"1.439,81","11,38",228
2019-05-09T02:00:00,"1.272,61","9,76",228
2019-05-09T02:10:00,"1.291,37","10,56",222
2019-05-09T02:20:00,"1.249,85","9,44",224
2019-05-09T02:30:00,"1.229,84","9,13",226
2019-05-09T02:40:00,"1.162,55","10,03",225
2019-05-09T02:50:00,"1.012,12","9,54",228
2019-05-09T03:00:00,"1.056,41","9,33",229
2019-05-09T03:10:00,"1.175,50","10,74",231
2019-05-09T03:20:00,"1.386,33","10,66",233
2019-05-09T03:30:00,"1.325,88","10,70",226
2019-05-09T03:40:00,"1.182,93","9,47",219
2019-05-09T03:50:00,"1.194,43","8,94",219
2019-05-09T04:00:00,"1.096,07","9,23",214
2019-05-09T04:10:00,"874,18","8,40",213
2019-05-09T04:20:00,"726,64","8,36",211
2019-05-09T04:30:00,"656,75","8,15",211
2019-05-09T04:40:00,"606,63","7,54",209
2019-05-09T04:50:00,"665,00","8,15",204
2019-05-09T05:00:00,"903,30","9,40",207
2019-05-09T05:10:00,"948,98","9,36",207
2019-05-09T05:20:00,"852,16","8,20",205
2019-05-09T05:30:00,"719,13","8,34",199
2019-05-09T05:40:00,"572,31","7,83",194
2019-05-09T05:50:00,"491,17","7,28",197
2019-05-09T06:00:00,"568,66","8,54",197
2019-05-09T06:10:00,"579,52","8,16",196
2019-05-09T06:20:00,"484,07","8,45",192
2019-05-09T06:30:00,"545,76","8,40",192
2019-05-09T06:40:00,"506,58","8,42",194
2019-05-09T06:50:00,"554,01","8,62",193
2019-05-09T07:00:00,"618,15","9,45",195
2019-05-09T07:10:00,"621,32","8,75",193
2019-05-09T07:20:00,"736,05","9,62",193
2019-05-09T07:30:00,"786,73","10,14",192
2019-05-09T07:40:00,"848,12","9,88",195
2019-05-09T07:50:00,"866,59","10,17",197
2019-05-09T08:00:00,"924,80","9,83",198
2019-05-09T08:10:00,"795,11","9,36",202
2019-05-09T08:20:00,"822,17","9,94",196
2019-05-09T08:30:00,"817,79","10,01",196
2019-05-09T08:40:00,"544,58","8,84",186
2019-05-09T08:50:00,"589,46","10,23",188
2019-05-09T09:00:00,"580,57","7,87",190
2019-05-09T09:10:00,"625,19","9,33",189
2019-05-09T09:20:00,"284,22","6,84",189
2019-05-09T09:30:00,"221,12","7,41",187
2019-05-09T09:40:00,"190,30","5,91",185
2019-05-09T09:50:00,"206,77","5,46",169
2019-05-09T10:00:00,"260,60","5,92",170
2019-05-09T10:10:00,"141,28","4,42",167
2019-05-09T10:20:00,"19,82","4,14",164
2019-05-09T10:30:00,"126,30","4,59",154
2019-05-09T10:40:00,"65,14","4,54",144
2019-05-09T10:50:00,"81,96","4,86",141
2019-05-09T11:00:00,"59,10","4,63",136
2019-05-09T11:10:00,"2,21","3,24",135
2019-05-09T11:20:00,"0,00","2,52",130
2019-05-09T11:30:00,"31,50","3,86",123
2019-05-09T11:40:00,"69,33","5,13",130
2019-05-09T11:50:00,"61,41","5,13",126
2019-05-09T12:00:00,"200,37","6,31",129
2019-05-09T12:10:00,"121,72","6,04",128
2019-05-09T12:20:00,"15,82","4,76",125
2019-05-09T12:30:00,"162,34","5,84",130
2019-05-09T12:40:00,"123,30","5,64",130
2019-05-09T12:50:00,"5,64","4,14",131
2019-05-09T13:00:00,"142,07","5,19",128
2019-05-09T13:10:00,"320,25","6,41",132
2019-05-09T13:20:00,"331,21","6,20",134
2019-05-09T13:30:00,"201,14","5,87",133
2019-05-09T13:40:00,"41,69","3,68",147
2019-05-09T13:50:00,"209,32","3,57",152
2019-05-09T14:00:00,"381,09","5,95",172
2019-05-09T14:10:00,"488,87","6,08",180
2019-05-09T14:20:00,"551,45","7,30",187
2019-05-09T14:30:00,"760,81","8,47",195
2019-05-09T14:40:00,"966,68","9,31",212
2019-05-09T14:50:00,"1.206,68","10,10",217
2019-05-09T15:00:00,"958,60","8,44",221
2019-05-09T15:10:00,"816,88","7,57",224
2019-05-09T15:20:00,"871,74","8,87",232
2019-05-09T15:30:00,"1.022,22","9,98",237
2019-05-09T15:40:00,"1.288,60","10,01",236
2019-05-09T15:50:00,"1.426,34","10,33",238
2019-05-09T16:00:00,"1.683,41","11,52",238
2019-05-09T16:10:00,"1.720,29","12,38",237
2019-05-09T16:20:00,"1.821,62","12,15",237
2019-05-09T16:30:00,"1.759,94","11,32",233
2019-05-09T16:40:00,"1.818,36","11,86",230
2019-05-09T16:50:00,"1.896,96","12,92",228
2019-05-09T17:00:00,"2.025,86","13,72",230
2019-05-09T17:10:00,"2.101,39","12,27",232
2019-05-09T17:20:00,"2.037,98","13,67",228
2019-05-09T17:30:00,"2.069,24","13,34",232
2019-05-09T17:40:00,"1.984,40","11,93",236
2019-05-09T17:50:00,"1.979,84","12,30",237
2019-05-09T18:00:00,"2.209,20","14,34",236
2019-05-09T18:10:00,"2.333,43","14,39",238
2019-05-09T18:20:00,"2.329,53","14,55",237
2019-05-09T18:30:00,"2.314,05","14,13",238
2019-05-09T18:40:00,"2.197,98","14,03",234
2019-05-09T18:50:00,"2.270,44","13,61",237
2019-05-09T19:00:00,"2.444,18","15,26",237
2019-05-09T19:10:00,"2.439,15","14,63",238
2019-05-09T19:20:00,"2.339,03","14,79",240
2019-05-09T19:30:00,"2.308,55","13,55",238
2019-05-09T19:40:00,"2.187,96","13,36",238
2019-05-09T19:50:00,"2.086,59","12,18",237
2019-05-09T20:00:00,"1.972,38","13,20",235
2019-05-09T20:10:00,"1.917,79","13,14",236
2019-05-09T20:20:00,"1.869,03","11,49",234
2019-05-09T20:30:00,"1.723,06","12,33",235
2019-05-09T20:40:00,"1.653,82","12,26",235
2019-05-09T20:50:00,"1.684,16","13,04",236
2019-05-09T21:00:00,"1.518,97","11,55",228
2019-05-09T21:10:00,"1.503,95","12,18",227
2019-05-09T21:20:00,"1.486,79","11,91",223
2019-05-09T21:30:00,"1.417,92","11,53",218
2019-05-09T21:40:00,"1.226,13","10,41",215
2019-05-09T21:50:00,"1.159,97","9,99",212
2019-05-09T22:00:00,"1.202,16","10,57",212
2019-05-09T22:10:00,"1.353,90","10,18",217
2019-05-09T22:20:00,"1.368,35","10,82",217
2019-05-09T22:30:00,"1.613,39","12,63",222
2019-05-09T22:40:00,"1.824,34","13,68",223
2019-05-09T22:50:00,"1.747,12","13,48",225
2019-05-09T23:00:00,"1.606,36","12,25",226
2019-05-09T23:10:00,"1.622,77","12,52",229
2019-05-09T23:20:00,"1.598,97","11,63",226
2019-05-09T23:30:00,"1.346,42","11,29",226
2019-05-09T23:40:00,"1.480,69","12,86",227
2019-05-09T23:50:00,"1.782,31","14,07",228
2019-05-10T00:00:00,"1.757,88","11,82",227
2019-05-10T00:10:00,"1.650,71","12,06",226
2019-05-10T00:20:00,"1.511,44","11,88",223
2019-05-10T00:30:00,"1.731,36","11,81",230
2019-05-10T00:40:00,"1.970,62","15,08",223
2019-05-10T00:50:00,"1.934,28","13,76",228
2019-05-10T01:00:00,"2.082,40","13,39",231
2019-05-10T01:10:00,"1.881,58","11,98",225
2019-05-10T01:20:00,"1.643,18","11,29",229
2019-05-10T01:30:00,"1.431,32","10,66",232
2019-05-10T01:40:00,"1.042,53","8,60",229
2019-05-10T01:50:00,"699,25","8,09",228
2019-05-10T02:00:00,"384,83","6,87",216
2019-05-10T02:10:00,"367,97","6,72",217
2019-05-10T02:20:00,"351,90","6,21",228
2019-05-10T02:30:00,"371,23","6,68",220
2019-05-10T02:40:00,"1.249,77","11,16",224
2019-05-10T02:50:00,"1.712,36","13,62",221
2019-05-10T03:00:00,"1.388,86","12,57",222
2019-05-10T03:10:00,"1.154,47","10,89",220
2019-05-10T03:20:00,"1.235,59","10,98",220
2019-05-10T03:30:00,"1.117,96","8,80",212
2019-05-10T03:40:00,"1.246,41","11,10",209
2019-05-10T03:50:00,"1.369,09","10,86",212
2019-05-10T04:00:00,"1.429,88","10,80",215
2019-05-10T04:10:00,"1.410,91","10,38",219
2019-05-10T04:20:00,"1.631,24","11,63",216
2019-05-10T04:30:00,"1.521,55","10,02",211
2019-05-10T04:40:00,"1.213,19","9,32",212
2019-05-10T04:50:00,"981,92","9,94",208
2019-05-10T05:00:00,"956,85","10,04",205
2019-05-10T05:10:00,"1.040,36","10,99",203
2019-05-10T05:20:00,"1.317,10","11,20",205
2019-05-10T05:30:00,"1.086,76","9,49",206
2019-05-10T05:40:00,"965,23","10,45",203
2019-05-10T05:50:00,"975,72","9,84",205
2019-05-10T06:00:00,"910,10","9,23",204
2019-05-10T06:10:00,"852,28","7,92",207
2019-05-10T06:20:00,"826,05","9,63",202
2019-05-10T06:30:00,"965,66","8,97",208
2019-05-10T06:40:00,"803,00","8,41",196
2019-05-10T06:50:00,"895,14","8,69",201
2019-05-10T07:00:00,"797,93","7,65",195
2019-05-10T07:10:00,"739,08","8,28",195
2019-05-10T07:20:00,"854,06","9,62",191
2019-05-10T07:30:00,"1.148,53","10,64",193
2019-05-10T07:40:00,"1.097,09","11,26",192
2019-05-10T07:50:00,"1.178,68","10,11",197
2019-05-10T08:00:00,"1.113,27","10,79",192
2019-05-10T08:10:00,"1.199,28","11,09",195
2019-05-10T08:20:00,"1.051,10","10,09",193
2019-05-10T08:30:00,"1.232,62","11,72",200
2019-05-10T08:40:00,"1.334,55","11,24",202
2019-05-10T08:50:00,"1.126,02","9,23",201
2019-05-10T09:00:00,"1.325,37","11,11",202
2019-05-10T09:10:00,"1.371,82","10,36",205
2019-05-10T09:20:00,"1.206,09","10,71",206
2019-05-10T09:30:00,"1.313,98","10,69",209
2019-05-10T09:40:00,"1.328,53","11,07",209
2019-05-10T09:50:00,"1.249,44","10,82",210
2019-05-10T10:00:00,"1.335,85","11,11",208
2019-05-10T10:10:00,"1.331,89","10,86",213
2019-05-10T10:20:00,"1.146,49","9,46",214
2019-05-10T10:30:00,"1.063,13","8,70",219
2019-05-10T10:40:00,"1.164,84","10,50",213
2019-05-10T10:50:00,"1.412,39","10,01",221
2019-05-10T11:00:00,"1.416,59","11,07",222
2019-05-10T11:10:00,"1.406,77","9,47",220
2019-05-10T11:20:00,"1.373,20","10,87",218
2019-05-10T11:30:00,"1.431,37","10,42",221
2019-05-10T11:40:00,"1.517,43","11,82",223
2019-05-10T11:50:00,"1.547,60","10,40",220
2019-05-10T12:00:00,"1.474,79","11,62",218
2019-05-10T12:10:00,"1.623,95","11,25",230
2019-05-10T12:20:00,"1.750,83","12,88",231
2019-05-10T12:30:00,"1.495,26","10,94",225
2019-05-10T12:40:00,"1.453,53","12,37",224
2019-05-10T12:50:00,"1.176,64","9,06",220
2019-05-10T13:00:00,"1.354,61","10,31",212
2019-05-10T13:10:00,"1.683,88","12,13",221
2019-05-10T13:20:00,"1.650,11","11,52",222
2019-05-10T13:30:00,"1.708,65","11,93",225
2019-05-10T13:40:00,"1.726,68","11,80",225
2019-05-10T13:50:00,"1.672,24","12,16",221
2019-05-10T14:00:00,"1.610,16","12,03",222
2019-05-10T14:10:00,"1.615,85","12,03",225
2019-05-10T14:20:00,"1.692,04","12,56",229
2019-05-10T14:30:00,"1.348,90","10,51",227
2019-05-10T14:40:00,"1.672,86","12,01",233
2019-05-10T14:50:00,"1.431,18","10,36",244
2019-05-10T15:00:00,"917,24","6,87",261
2019-05-10T15:10:00,"786,88","5,61",263
2019-05-10T15:20:00,"682,90","4,35",268
2019-05-10T15:30:00,"494,39","4,66",274
2019-05-10T15:40:00,"510,91","4,09",268
2019-05-10T15:50:00,"504,57","3,88",266
2019-05-10T16:00:00,"436,38","3,97",278
2019-05-10T16:10:00,"383,25","4,83",280
2019-05-10T16:20:00,"319,65","4,54",279
2019-05-10T16:30:00,"377,33","4,44",276
2019-05-10T16:40:00,"374,75","6,28",288
2019-05-10T16:50:00,"192,38","4,10",281
2019-05-10T17:00:00,"218,93","4,80",289
2019-05-10T17:10:00,"331,82","4,84",289
2019-05-10T17:20:00,"316,57","6,15",291
2019-05-10T17:30:00,"388,58","4,56",277
2019-05-10T17:40:00,"624,73","4,82",276
2019-05-10T17:50:00,"834,96","5,70",278
2019-05-10T18:00:00,"715,62","5,81",278
2019-05-10T18:10:00,"660,27","5,01",267
2019-05-10T18:20:00,"556,97","5,10",264
2019-05-10T18:30:00,"466,79","4,30",272
2019-05-10T18:40:00,"421,68","4,57",271
2019-05-10T18:50:00,"558,47","5,41",277
2019-05-10T19:00:00,"674,47","4,81",271
2019-05-10T19:10:00,"561,49","6,35",279
2019-05-10T19:20:00,"466,10","5,21",281
2019-05-10T19:30:00,"374,80","4,75",271
2019-05-10T19:40:00,"321,94","4,03",272
2019-05-10T19:50:00,"303,93","3,55",269
2019-05-10T20:00:00,"354,28","3,75",272
2019-05-10T20:10:00,"239,90","2,98",265
2019-05-10T20:20:00,"265,85","2,80",267
2019-05-10T20:30:00,"257,68","2,62",265
2019-05-10T20:40:00,"240,16","2,92",267
2019-05-10T20:50:00,"192,22","2,39",267
2019-05-10T21:00:00,"201,66","2,44",271
2019-05-10T21:10:00,"374,26","3,87",276
2019-05-10T21:20:00,"408,32","3,15",273
2019-05-10T21:30:00,"295,78","3,13",272
2019-05-10T21:40:00,"237,20","3,33",275
2019-05-10T21:50:00,"255,88","2,87",273
2019-05-10T22:00:00,"257,62","2,67",271
2019-05-10T22:10:00,"201,76","2,50",266
2019-05-10T22:20:00,"104,62","2,82",261
2019-05-10T22:30:00,"27,57","2,10",264
2019-05-10T22:40:00,"41,55","2,48",260
2019-05-10T22:50:00,"79,63","1,92",268
2019-05-10T23:00:00,"63,28","1,92",265
2019-05-10T23:10:00,"85,50","2,56",259
2019-05-10T23:20:00,"107,29","1,77",264
2019-05-10T23:30:00,"120,22","1,69",265
2019-05-10T23:40:00,"45,82","1,31",267
2019-05-10T23:50:00,"50,17","1,14",269
2019-05-11T00:00:00,"43,24","1,27",268
2019-05-11T00:10:00,"69,25","1,76",263
2019-05-11T00:20:00,"112,62","1,52",264
2019-05-11T00:30:00,"134,59","1,61",269
2019-05-11T00:40:00,"103,65","1,73",271
2019-05-11T00:50:00,"156,08","3,75",280
2019-05-11T01:00:00,"191,23","3,75",281
2019-05-11T01:10:00,"271,20","4,13",281
2019-05-11T01:20:00,"329,85","5,17",285
2019-05-11T01:30:00,"302,34","4,35",280
2019-05-11T01:40:00,"253,98","3,57",278
2019-05-11T01:50:00,"154,60","2,26",272
2019-05-11T02:00:00,"102,77","1,84",265
2019-05-11T02:10:00,"140,16","2,04",268
2019-05-11T02:20:00,"183,11","2,19",273
2019-05-11T02:30:00,"208,45","1,90",269
2019-05-11T02:40:00,"255,50","2,49",273
2019-05-11T02:50:00,"246,59","2,33",272
2019-05-11T03:00:00,"180,07","1,76",269
2019-05-11T03:10:00,"133,67","1,36",270
2019-05-11T03:20:00,"73,41","1,22",270
2019-05-11T03:30:00,"55,15","1,45",268
2019-05-11T03:40:00,"167,59","2,98",277
2019-05-11T03:50:00,"256,82","5,47",287
2019-05-11T04:00:00,"249,89","5,71",288
2019-05-11T04:10:00,"205,93","5,20",285
2019-05-11T04:20:00,"235,47","5,66",285
2019-05-11T04:30:00,"216,17","5,61",288
2019-05-11T04:40:00,"202,22","5,36",288
2019-05-11T04:50:00,"227,79","6,02",296
2019-05-11T05:00:00,"238,32","6,16",296
2019-05-11T05:10:00,"168,83","5,92",293
2019-05-11T05:20:00,"161,19","5,90",297
2019-05-11T05:30:00,"127,39","4,83",288
2019-05-11T05:40:00,"43,88","4,88",294
2019-05-11T05:50:00,"1,25","3,84",292
2019-05-11T06:00:00,"0,01","3,25",294
2019-05-11T06:10:00,"0,18","3,43",290
2019-05-11T06:20:00,"0,05","2,79",285
2019-05-11T06:30:00,"0,16","3,08",282
2019-05-11T06:40:00,"1,24","4,21",302
2019-05-11T06:50:00,"0,00","3,73",298
2019-05-11T07:00:00,"0,00","2,60",282
2019-05-11T07:10:00,"0,00","2,41",286
2019-05-11T07:20:00,"0,00","2,06",289
2019-05-11T07:30:00,"0,00","2,45",295
2019-05-11T07:40:00,"0,00","2,91",313
2019-05-11T07:50:00,"0,00","3,15",324
2019-05-11T08:00:00,"0,00","2,76",325
2019-05-11T08:10:00,"0,00","2,67",325
2019-05-11T08:20:00,"0,00","2,31",327
2019-05-11T08:30:00,"0,00","2,07",330
2019-05-11T08:40:00,"0,00","2,15",330
2019-05-11T08:50:00,"0,00","1,91",336
2019-05-11T09:00:00,"0,00","2,20",346
2019-05-11T09:10:00,"0,00","2,39",347
2019-05-11T09:20:00,"0,00","1,43",356
2019-05-11T09:30:00,"0,00","1,52",290
2019-05-11T09:40:00,"0,00","1,88",307
2019-05-11T09:50:00,"0,00","1,84",301
2019-05-11T10:00:00,"0,00","1,12",283
2019-05-11T10:10:00,"0,00","2,78",340
2019-05-11T10:20:00,"0,00","2,51",354
2019-05-11T10:30:00,"0,00","2,05",46
2019-05-11T10:40:00,"0,00","1,86",40
2019-05-11T10:50:00,"0,00","2,65",45
2019-05-11T11:00:00,"0,00","1,52",53
2019-05-11T11:10:00,"0,00","2,10",58
2019-05-11T11:20:00,"0,00","1,15",25
2019-05-11T11:30:00,"0,00","1,04",348
2019-05-11T11:40:00,"0,00","2,45",59
2019-05-11T11:50:00,"0,00","2,52",15
2019-05-11T12:00:00,"0,00","2,27",14
2019-05-11T12:10:00,"0,00","3,15",353
2019-05-11T12:20:00,"0,00","2,60",26
2019-05-11T12:30:00,"0,00","2,23",35
2019-05-11T12:40:00,"0,00","2,06",49
2019-05-11T12:50:00,"0,00","3,37",11
2019-05-11T13:00:00,"0,87","2,77",354
2019-05-11T13:10:00,"0,00","4,41",8
2019-05-11T13:20:00,"0,11","2,50",8
2019-05-11T13:30:00,"0,05","2,89",17
2019-05-11T13:40:00,"0,02","2,54",9
2019-05-11T13:50:00,"0,02","2,94",18
2019-05-11T14:00:00,"0,05","3,63",11
2019-05-11T14:10:00,"0,15","3,87",351
2019-05-11T14:20:00,"0,01","3,07",13
2019-05-11T14:30:00,"0,01","3,11",23
2019-05-11T14:40:00,"0,01","2,98",350
2019-05-11T14:50:00,"0,01","1,66",2
2019-05-11T15:00:00,"0,05","3,40",71
2019-05-11T15:10:00,"16,90","3,26",63
2019-05-11T15:20:00,"78,26","5,51",97
2019-05-11T15:30:00,"68,91","4,20",90
2019-05-11T15:40:00,"88,67","4,01",72
2019-05-11T15:50:00,"99,65","3,88",70
2019-05-11T16:00:00,"114,61","3,98",86
2019-05-11T16:10:00,"112,52","4,09",51
2019-05-11T16:20:00,"125,38","3,80",67
2019-05-11T16:30:00,"126,58","4,17",42
2019-05-11T16:40:00,"184,16","4,62",35
2019-05-11T16:50:00,"165,48","4,33",45
2019-05-11T17:00:00,"144,14","4,16",43
2019-05-11T17:10:00,"147,40","4,44",44
2019-05-11T17:20:00,"161,13","4,21",32
2019-05-11T17:30:00,"133,97","4,36",25
2019-05-11T17:40:00,"149,14","4,15",30
2019-05-11T17:50:00,"147,22","4,17",27
2019-05-11T18:00:00,"172,02","4,50",38
2019-05-11T18:10:00,"192,40","4,11",36
2019-05-11T18:20:00,"216,35","4,01",40
2019-05-11T18:30:00,"279,20","5,00",45
2019-05-11T18:40:00,"269,85","5,16",45
2019-05-11T18:50:00,"248,06","5,06",44
2019-05-11T19:00:00,"241,48","5,16",41
2019-05-11T19:10:00,"282,13","4,26",50
2019-05-11T19:20:00,"226,68","3,84",59
2019-05-11T19:30:00,"146,50","3,49",68
2019-05-11T19:40:00,"121,57","3,98",79
2019-05-11T19:50:00,"137,56","4,64",83
2019-05-11T20:00:00,"193,76","5,10",90
2019-05-11T20:10:00,"200,68","5,56",90
2019-05-11T20:20:00,"178,27","5,72",97
2019-05-11T20:30:00,"225,82","5,98",101
2019-05-11T20:40:00,"318,03","6,55",103
2019-05-11T20:50:00,"331,47","6,49",102
2019-05-11T21:00:00,"444,61","6,90",102
2019-05-11T21:10:00,"544,94","7,36",102
2019-05-11T21:20:00,"577,88","7,35",100
2019-05-11T21:30:00,"619,28","7,29",97
2019-05-11T21:40:00,"885,43","8,37",94
2019-05-11T21:50:00,"976,59","8,55",95
2019-05-11T22:00:00,"1.014,63","8,20",98
2019-05-11T22:10:00,"937,15","8,57",98
2019-05-11T22:20:00,"950,25","8,65",98
2019-05-11T22:30:00,"997,21","8,52",96
2019-05-11T22:40:00,"1.070,31","8,80",95
2019-05-11T22:50:00,"1.282,86","9,61",94
2019-05-11T23:00:00,"1.336,54","9,58",99
2019-05-11T23:10:00,"1.234,96","9,51",94
2019-05-11T23:20:00,"1.387,70","10,01",93
2019-05-11T23:30:00,"1.441,33","9,58",94
2019-05-11T23:40:00,"1.360,64","9,79",97
2019-05-11T23:50:00,"1.276,27","9,70",94
2019-05-12T00:00:00,"1.245,12","9,43",92
2019-05-12T00:10:00,"1.501,59","9,64",90
2019-05-12T00:20:00,"1.532,87","9,19",93
2019-05-12T00:30:00,"1.517,28","8,92",91
2019-05-12T00:40:00,"1.570,06","8,70",90
2019-05-12T00:50:00,"1.613,96","8,18",92
2019-05-12T01:00:00,"1.506,90","8,37",92
2019-05-12T01:10:00,"1.426,09","8,27",91
2019-05-12T01:20:00,"1.408,42","8,18",90
2019-05-12T01:30:00,"1.436,34","8,01",89
2019-05-12T01:40:00,"1.618,63","8,63",86
2019-05-12T01:50:00,"1.589,92","8,60",91
2019-05-12T02:00:00,"1.365,85","8,15",94
2019-05-12T02:10:00,"1.129,20","7,49",103
2019-05-12T02:20:00,"934,44","7,57",109
2019-05-12T02:30:00,"895,43","7,66",109
2019-05-12T02:40:00,"957,00","7,41",107
2019-05-12T02:50:00,"988,68","7,53",106
2019-05-12T03:00:00,"1.140,09","7,42",106
2019-05-12T03:10:00,"1.338,10","8,02",107
2019-05-12T03:20:00,"1.424,36","8,41",110
2019-05-12T03:30:00,"1.467,70","8,47",109
2019-05-12T03:40:00,"1.496,45","8,55",109
2019-05-12T03:50:00,"1.510,94","8,46",109
2019-05-12T04:00:00,"1.547,44","8,58",109
2019-05-12T04:10:00,"1.542,78","8,53",106
2019-05-12T04:20:00,"1.455,69","8,29",104
2019-05-12T04:30:00,"1.437,08","8,27",105
2019-05-12T04:40:00,"1.394,00","8,47",107
2019-05-12T04:50:00,"1.297,29","8,41",108
2019-05-12T05:00:00,"1.313,93","8,95",111
2019-05-12T05:10:00,"1.365,25","8,89",113
2019-05-12T05:20:00,"1.368,80","8,91",108
2019-05-12T05:30:00,"1.296,86","9,19",108
2019-05-12T05:40:00,"1.326,04","8,89",109
2019-05-12T05:50:00,"1.321,64","8,64",109
2019-05-12T06:00:00,"1.205,71","8,32",108
2019-05-12T06:10:00,"1.080,50","7,95",111
2019-05-12T06:20:00,"1.050,78","7,96",106
2019-05-12T06:30:00,"1.021,96","7,51",103
2019-05-12T06:40:00,"1.083,43","7,35",103
2019-05-12T06:50:00,"1.056,62","7,52",103
2019-05-12T07:00:00,"1.269,25","8,31",100
2019-05-12T07:10:00,"1.385,63","8,62",101
2019-05-12T07:20:00,"1.318,74","8,68",104
2019-05-12T07:30:00,"1.196,15","8,28",104
2019-05-12T07:40:00,"1.145,35","8,86",104
2019-05-12T07:50:00,"1.102,96","8,66",102
2019-05-12T08:00:00,"955,77","8,03",103
2019-05-12T08:10:00,"857,46","8,29",101
2019-05-12T08:20:00,"860,80","7,99",104
2019-05-12T08:30:00,"868,03","7,95",100
2019-05-12T08:40:00,"857,50","8,45",96
2019-05-12T08:50:00,"875,88","8,67",98
2019-05-12T09:00:00,"848,40","8,59",106
2019-05-12T09:10:00,"834,31","8,45",104
2019-05-12T09:20:00,"971,71","9,35",101
2019-05-12T09:30:00,"995,26","9,32",102
2019-05-12T09:40:00,"903,57","8,68",106
2019-05-12T09:50:00,"899,68","8,33",98
2019-05-12T10:00:00,"960,42","9,50",99
2019-05-12T10:10:00,"906,91","8,53",107
2019-05-12T10:20:00,"905,58","8,65",103
2019-05-12T10:30:00,"918,86","8,49",98
2019-05-12T10:40:00,"917,38","8,71",107
2019-05-12T10:50:00,"962,76","8,73",101
2019-05-12T11:00:00,"968,65","8,58",100
2019-05-12T11:10:00,"900,59","8,78",102
2019-05-12T11:20:00,"841,51","8,18",96
2019-05-12T11:30:00,"748,67","7,87",108
2019-05-12T11:40:00,"712,86","8,00",99
2019-05-12T11:50:00,"706,81","7,94",97
2019-05-12T12:00:00,"733,04","7,88",100
2019-05-12T12:10:00,"690,41","7,65",96
2019-05-12T12:20:00,"603,02","7,48",96
2019-05-12T12:30:00,"505,82","7,18",82
2019-05-12T12:40:00,"520,67","7,70",91
2019-05-12T12:50:00,"512,64","7,45",94
2019-05-12T13:00:00,"473,97","7,07",91
2019-05-12T13:10:00,"395,46","6,91",97
2019-05-12T13:20:00,"274,73","6,33",93
2019-05-12T13:30:00,"270,47","6,13",97
